User_ID,Date,Steps,Calories_Burned,Sleep_Hours,Heart_Rate
U6082,2024-02-15 02:00:00,9812,211.78,9.4,88
U6083,2024-02-15 03:00:00,8686,512.94,8.5,94
U6084,2024-02-15 04:00:00,6951,737.05,7.1,62
U6085,2024-02-15 05:00:00,6382,612.61,4.6,64
U6086,2024-02-15 06:00:00,12803,503.54,9.6,92
U6087,2024-02-15 07:00:00,13123,243.63,5.8,70
U6088,2024-02-15 08:00:00,10705,558.98,4.0,65
U6089,2024-02-15 09:00:00,3384,310.29,3.2,61
U6090,2024-02-15 10:00:00,3333,98.93,9.7,72
U6091,2024-02-15 11:00:00,5349,229.51,8.4,60
U6092,2024-02-15 12:00:00,3644,341.92,4.5,86
U6093,2024-02-15 13:00:00,12748,797.5,4.0,99
U6094,2024-02-15 14:00:00,8368,620.09,9.7,74
U6095,2024-02-15 15:00:00,14603,259.67,4.7,94
U6096,2024-02-15 16:00:00,10493,621.79,6.2,89
U6097,2024-02-15 17:00:00,12598,318.23,7.3,65
U6098,2024-02-15 18:00:00,12473,505.93,3.4,93
U6099,2024-02-15 19:00:00,9829,623.51,5.4,80
U6100,2024-02-15 20:00:00,2263,605.63,9.6,91
U6101,2024-02-15 21:00:00,1918,155.02,7.9,79
U6102,2024-02-15 22:00:00,5915,669.15,5.6,94
U6103,2024-02-15 23:00:00,14481,742.2,8.5,68
U6104,2024-02-16 00:00:00,1680,225.07,8.9,96
U6105,2024-02-16 01:00:00,12055,297.06,4.1,65
U6106,2024-02-16 02:00:00,14124,753.65,7.1,69
U6107,2024-02-16 03:00:00,14234,787.76,5.6,68
U6108,2024-02-16 04:00:00,1472,390.12,6.5,92
U6109,2024-02-16 05:00:00,10984,75.9,6.3,75
U6110,2024-02-16 06:00:00,9032,749.67,6.5,91
U6111,2024-02-16 07:00:00,8929,69.04,6.7,97
U6112,2024-02-16 08:00:00,11935,297.66,3.5,79
U6113,2024-02-16 09:00:00,5324,117.27,4.2,79
U6114,2024-02-16 10:00:00,6958,433.81,7.0,62
U6115,2024-02-16 11:00:00,12671,78.18,9.6,73
U6116,2024-02-16 12:00:00,4470,219.06,8.2,80
U6117,2024-02-16 13:00:00,8370,394.13,4.7,67
U6118,2024-02-16 14:00:00,10899,105.63,5.5,83
U6119,2024-02-16 15:00:00,12856,410.32,5.3,80
U6120,2024-02-16 16:00:00,5144,248.84,8.4,91
U6121,2024-02-16 17:00:00,5822,250.19,9.8,76
U6122,2024-02-16 18:00:00,6808,752.78,5.5,99
U6123,2024-02-16 19:00:00,4011,567.67,3.1,63
U6124,2024-02-16 20:00:00,12358,747.11,9.6,82
U6125,2024-02-16 21:00:00,11357,481.77,8.3,95
U6126,2024-02-16 22:00:00,13897,730.38,8.8,81
U6127,2024-02-16 23:00:00,2097,678.07,4.5,84
U6128,2024-02-17 00:00:00,13324,798.38,7.5,63
U6129,2024-02-17 01:00:00,12593,427.33,4.6,69
U6130,2024-02-17 02:00:00,10641,572.09,3.1,83
U6131,2024-02-17 03:00:00,13474,170.5,4.1,94
U6132,2024-02-17 04:00:00,8551,754.62,9.5,73
U6133,2024-02-17 05:00:00,11698,349.06,4.5,79
U6134,2024-02-17 06:00:00,12230,737.48,7.1,73
U6135,2024-02-17 07:00:00,9969,125.53,9.8,98
U6136,2024-02-17 08:00:00,10524,436.44,3.5,68
U6137,2024-02-17 09:00:00,2449,51.05,8.7,93
U6138,2024-02-17 10:00:00,12655,362.01,7.2,79
U6139,2024-02-17 11:00:00,6450,112.39,5.3,62
U6140,2024-02-17 12:00:00,3899,386.88,5.5,71
U6141,2024-02-17 13:00:00,5503,466.85,3.2,98
U6142,2024-02-17 14:00:00,14306,689.2,4.8,71
U6143,2024-02-17 15:00:00,14618,271.57,6.0,81
U6144,2024-02-17 16:00:00,5166,475.11,8.0,94
U6145,2024-02-17 17:00:00,6563,99.84,4.9,99
U6146,2024-02-17 18:00:00,11388,735.13,7.1,90
U6147,2024-02-17 19:00:00,2460,388.8,8.1,66
U6148,2024-02-17 20:00:00,6381,239.44,7.9,68
U6149,2024-02-17 21:00:00,13062,397.42,7.1,96
U6150,2024-02-17 22:00:00,14963,411.13,7.1,81
U6151,2024-02-17 23:00:00,10572,607.47,8.0,68
U6152,2024-02-18 00:00:00,12148,780.93,5.3,75
U6153,2024-02-18 01:00:00,10520,189.61,6.2,80
U6154,2024-02-18 02:00:00,8710,90.87,9.8,68
U6155,2024-02-18 03:00:00,7298,541.78,7.7,71
U6156,2024-02-18 04:00:00,10331,713.43,6.6,86
U6157,2024-02-18 05:00:00,8092,473.78,7.0,68
U6158,2024-02-18 06:00:00,14008,109.9,3.7,86
U6159,2024-02-18 07:00:00,4122,366.33,7.1,87
U6160,2024-02-18 08:00:00,2095,541.05,8.9,94
U6161,2024-02-18 09:00:00,13186,296.04,6.7,97
U6162,2024-02-18 10:00:00,10855,683.68,4.2,91
U6163,2024-02-18 11:00:00,6031,218.52,6.1,62
U6164,2024-02-18 12:00:00,12000,323.37,4.9,68
U6165,2024-02-18 13:00:00,12065,737.32,5.5,62
U6166,2024-02-18 14:00:00,13430,480.16,4.6,95
U6167,2024-02-18 15:00:00,10382,54.68,5.3,72
U6168,2024-02-18 16:00:00,4141,233.02,8.8,93
U6169,2024-02-18 17:00:00,6087,614.99,8.3,89
U6170,2024-02-18 18:00:00,6117,89.04,6.4,75
U6171,2024-02-18 19:00:00,12783,794.79,8.5,92
U6172,2024-02-18 20:00:00,10378,723.43,9.8,94
U6173,2024-02-18 21:00:00,10790,217.87,5.8,75
U6174,2024-02-18 22:00:00,4358,721.63,9.9,97
U6175,2024-02-18 23:00:00,7057,574.61,4.7,99
U6176,2024-02-19 00:00:00,6463,369.01,9.7,64
U6177,2024-02-19 01:00:00,12516,197.09,9.1,67
U6178,2024-02-19 02:00:00,9897,200.16,4.4,92
U6179,2024-02-19 03:00:00,4880,495.56,5.4,89
U6180,2024-02-19 04:00:00,13544,362.05,8.0,61
U6181,2024-02-19 05:00:00,3889,496.4,4.3,97
U6182,2024-02-19 06:00:00,10721,297.69,7.1,97
U6183,2024-02-19 07:00:00,8921,222.56,6.7,79
U6184,2024-02-19 08:00:00,8638,677.42,5.0,68
U6185,2024-02-19 09:00:00,8456,740.03,5.1,60
U6186,2024-02-19 10:00:00,13907,578.94,6.6,61
U6187,2024-02-19 11:00:00,13155,171.19,5.1,78
U6188,2024-02-19 12:00:00,2848,119.23,4.3,75
U6189,2024-02-19 13:00:00,4576,454.31,8.4,64
U6190,2024-02-19 14:00:00,10738,462.76,7.1,91
U6191,2024-02-19 15:00:00,14395,529.43,6.1,79
U6192,2024-02-19 16:00:00,4801,729.63,4.3,73
U6193,2024-02-19 17:00:00,6869,535.1,7.2,72
U6194,2024-02-19 18:00:00,11798,737.11,7.4,86
U6195,2024-02-19 19:00:00,13225,138.27,6.4,94
U6196,2024-02-19 20:00:00,1344,581.94,5.6,93
U6197,2024-02-19 21:00:00,3426,745.58,9.1,75
U6198,2024-02-19 22:00:00,5227,397.1,7.9,87
U6199,2024-02-19 23:00:00,2234,775.64,5.5,94
U6200,2024-02-20 00:00:00,5812,464.38,7.2,74
U6201,2024-02-20 01:00:00,10810,757.23,4.6,62
U6202,2024-02-20 02:00:00,5172,611.39,3.1,86
U6203,2024-02-20 03:00:00,10355,393.32,9.1,86
U6204,2024-02-20 04:00:00,12391,75.72,8.7,63
U6205,2024-02-20 05:00:00,6028,543.04,7.5,80
U6206,2024-02-20 06:00:00,9945,240.71,8.7,81
U6207,2024-02-20 07:00:00,2590,266.49,8.5,64
U6208,2024-02-20 08:00:00,13354,64.84,9.0,98
U6209,2024-02-20 09:00:00,5567,468.24,9.2,82
U6210,2024-02-20 10:00:00,13438,266.97,8.7,82
U6211,2024-02-20 11:00:00,13291,786.79,9.0,72
U6212,2024-02-20 12:00:00,4089,611.76,6.5,86
U6213,2024-02-20 13:00:00,11763,318.12,8.0,74
U6214,2024-02-20 14:00:00,5351,270.84,5.3,71
U6215,2024-02-20 15:00:00,12298,586.23,9.0,69
U6216,2024-02-20 16:00:00,13877,240.66,9.0,97
U6217,2024-02-20 17:00:00,11078,386.0,3.5,87
U6218,2024-02-20 18:00:00,13610,170.29,5.4,94
U6219,2024-02-20 19:00:00,13740,240.58,4.2,97
U6220,2024-02-20 20:00:00,13095,123.79,4.0,79
U6221,2024-02-20 21:00:00,12100,370.36,5.9,71
U6222,2024-02-20 22:00:00,5454,745.09,7.4,62
U6223,2024-02-20 23:00:00,7195,125.65,5.4,61
U6224,2024-02-21 00:00:00,7866,378.0,5.2,87
U6225,2024-02-21 01:00:00,6858,273.74,3.7,81
U6226,2024-02-21 02:00:00,5128,322.22,5.7,94
U6227,2024-02-21 03:00:00,10543,628.61,6.3,68
U6228,2024-02-21 04:00:00,1435,376.28,5.8,82
U6229,2024-02-21 05:00:00,8140,537.79,7.8,76
U6230,2024-02-21 06:00:00,4490,779.15,5.0,73
U6231,2024-02-21 07:00:00,13179,512.35,8.0,91
U6232,2024-02-21 08:00:00,5944,303.04,9.2,99
U6233,2024-02-21 09:00:00,3860,348.24,7.1,95
U6234,2024-02-21 10:00:00,13364,571.93,5.7,92
U6235,2024-02-21 11:00:00,7723,570.75,4.3,69
U6236,2024-02-21 12:00:00,2073,326.08,9.5,72
U6237,2024-02-21 13:00:00,11681,593.35,8.3,93
U6238,2024-02-21 14:00:00,9861,462.93,4.7,64
U6239,2024-02-21 15:00:00,6317,785.32,4.1,65
U6240,2024-02-21 16:00:00,9654,731.07,3.3,92
U6241,2024-02-21 17:00:00,1376,667.89,4.3,64
U6242,2024-02-21 18:00:00,3593,75.75,8.1,83
U6243,2024-02-21 19:00:00,1435,335.33,7.4,67
U6244,2024-02-21 20:00:00,10212,479.97,9.8,77
U6245,2024-02-21 21:00:00,9915,441.21,5.3,84
U6246,2024-02-21 22:00:00,6391,622.67,8.5,77
U6247,2024-02-21 23:00:00,3939,731.81,3.8,95
U6248,2024-02-22 00:00:00,8743,640.36,6.9,85
U6249,2024-02-22 01:00:00,11394,215.15,6.3,79
U6250,2024-02-22 02:00:00,9182,414.21,8.9,79
U6251,2024-02-22 03:00:00,14632,345.21,7.9,98
U6252,2024-02-22 04:00:00,13556,624.65,4.4,99
U6253,2024-02-22 05:00:00,4623,721.34,9.9,83
U6254,2024-02-22 06:00:00,3207,265.12,8.8,79
U6255,2024-02-22 07:00:00,14325,416.68,5.5,63
U6256,2024-02-22 08:00:00,6495,598.94,8.8,81
U6257,2024-02-22 09:00:00,5215,87.46,9.7,84
U6258,2024-02-22 10:00:00,12577,772.3,9.2,80
U6259,2024-02-22 11:00:00,7491,649.97,6.9,77
U6260,2024-02-22 12:00:00,3093,457.07,7.0,68
U6261,2024-02-22 13:00:00,3516,633.99,3.7,68
U6262,2024-02-22 14:00:00,12645,677.27,4.2,92
U6263,2024-02-22 15:00:00,3669,420.38,9.9,66
U6264,2024-02-22 16:00:00,6490,380.05,8.4,92
U6265,2024-02-22 17:00:00,14770,678.28,3.2,61
U6266,2024-02-22 18:00:00,6099,694.75,6.8,67
U6267,2024-02-22 19:00:00,13218,142.72,5.4,92
U6268,2024-02-22 20:00:00,2144,730.88,5.2,94
U6269,2024-02-22 21:00:00,4008,257.6,6.9,88
U6270,2024-02-22 22:00:00,2312,550.38,5.2,91
U6271,2024-02-22 23:00:00,11751,581.98,4.8,60
U6272,2024-02-23 00:00:00,4629,259.79,9.6,90
U6273,2024-02-23 01:00:00,8505,278.13,3.3,94
U6274,2024-02-23 02:00:00,7524,579.73,6.1,99
U6275,2024-02-23 03:00:00,14817,181.31,6.6,98
U6276,2024-02-23 04:00:00,13853,693.81,6.1,79
U6277,2024-02-23 05:00:00,8555,217.17,7.6,92
U6278,2024-02-23 06:00:00,9049,313.38,3.2,82
U6279,2024-02-23 07:00:00,10219,249.99,9.2,62
U6280,2024-02-23 08:00:00,13278,233.97,6.5,71
U6281,2024-02-23 09:00:00,2936,784.15,6.9,67
U6282,2024-02-23 10:00:00,5847,239.99,6.2,70
U6283,2024-02-23 11:00:00,2615,483.75,6.1,85
U6284,2024-02-23 12:00:00,5296,609.04,4.3,82
U6285,2024-02-23 13:00:00,7105,81.48,6.5,97
U6286,2024-02-23 14:00:00,13543,711.18,5.9,64
U6287,2024-02-23 15:00:00,9390,164.67,6.3,91
U6288,2024-02-23 16:00:00,3120,491.05,3.1,64
U6289,2024-02-23 17:00:00,10142,530.85,3.9,74
U6290,2024-02-23 18:00:00,3735,522.17,8.3,82
U6291,2024-02-23 19:00:00,11458,600.08,5.9,87
U6292,2024-02-23 20:00:00,10951,748.43,8.2,78
U6293,2024-02-23 21:00:00,10648,745.17,4.2,76
U6294,2024-02-23 22:00:00,1406,483.56,7.9,74
U6295,2024-02-23 23:00:00,9986,327.44,5.0,72
U6296,2024-02-24 00:00:00,12032,291.13,7.9,82
U6297,2024-02-24 01:00:00,2116,715.02,3.6,77
U6298,2024-02-24 02:00:00,6783,689.85,5.3,82
U6299,2024-02-24 03:00:00,2103,271.87,3.8,75
U6300,2024-02-24 04:00:00,7351,164.26,7.4,79
U6301,2024-02-24 05:00:00,5187,695.86,5.7,84
U6302,2024-02-24 06:00:00,3579,506.26,3.5,91
U6303,2024-02-24 07:00:00,14364,284.85,6.7,80
U6304,2024-02-24 08:00:00,3130,507.99,3.2,60
U6305,2024-02-24 09:00:00,13697,99.65,8.7,87
U6306,2024-02-24 10:00:00,11683,192.6,9.6,86
U6307,2024-02-24 11:00:00,11369,459.34,8.7,86
U6308,2024-02-24 12:00:00,5866,454.38,9.7,95
U6309,2024-02-24 13:00:00,4942,235.0,9.3,71
U6310,2024-02-24 14:00:00,5279,786.57,9.3,74
U6311,2024-02-24 15:00:00,3712,359.33,4.7,79
U6312,2024-02-24 16:00:00,1364,581.4,4.6,78
U6313,2024-02-24 17:00:00,9387,243.84,8.7,85
U6314,2024-02-24 18:00:00,13497,368.36,6.4,80
U6315,2024-02-24 19:00:00,13422,673.42,9.6,96
U6316,2024-02-24 20:00:00,6503,686.45,9.3,69
U6317,2024-02-24 21:00:00,13881,151.44,9.3,87
U6318,2024-02-24 22:00:00,4654,316.0,5.3,85
U6319,2024-02-24 23:00:00,5599,202.36,3.9,72
U6320,2024-02-25 00:00:00,13764,717.7,7.7,84
U6321,2024-02-25 01:00:00,6416,615.4,6.1,90
U6322,2024-02-25 02:00:00,14693,472.48,9.5,79
U6323,2024-02-25 03:00:00,13731,537.56,9.0,74
U6324,2024-02-25 04:00:00,11923,735.62,9.5,77
U6325,2024-02-25 05:00:00,11362,277.46,7.0,99
U6326,2024-02-25 06:00:00,2985,60.26,6.7,82
U6327,2024-02-25 07:00:00,11733,69.77,8.9,62
U6328,2024-02-25 08:00:00,13182,85.02,6.6,70
U6329,2024-02-25 09:00:00,13677,146.36,9.3,86
U6330,2024-02-25 10:00:00,11302,478.16,3.2,96
U6331,2024-02-25 11:00:00,13157,785.81,5.5,71
U6332,2024-02-25 12:00:00,12672,364.94,8.8,92
U6333,2024-02-25 13:00:00,3567,584.31,4.5,87
U6334,2024-02-25 14:00:00,5340,644.13,5.8,65
U6335,2024-02-25 15:00:00,7308,651.05,3.1,65
U6336,2024-02-25 16:00:00,9153,382.47,5.1,80
U6337,2024-02-25 17:00:00,14242,462.46,5.2,84
U6338,2024-02-25 18:00:00,5379,296.57,8.1,95
U6339,2024-02-25 19:00:00,13084,565.9,7.7,77
U6340,2024-02-25 20:00:00,2911,337.15,6.1,98
U6341,2024-02-25 21:00:00,1710,283.3,8.1,64
U6342,2024-02-25 22:00:00,5090,520.48,6.0,82
U6343,2024-02-25 23:00:00,6243,305.94,6.0,82
U6344,2024-02-26 00:00:00,2590,356.0,7.5,82
U6345,2024-02-26 01:00:00,14219,583.16,8.1,94
U6346,2024-02-26 02:00:00,13942,690.0,8.9,88
U6347,2024-02-26 03:00:00,2340,376.1,8.3,64
U6348,2024-02-26 04:00:00,1821,441.65,7.7,76
U6349,2024-02-26 05:00:00,11436,609.79,6.9,97
U6350,2024-02-26 06:00:00,13572,218.71,5.2,61
U6351,2024-02-26 07:00:00,2616,361.25,4.8,78
U6352,2024-02-26 08:00:00,12372,658.59,8.9,62
U6353,2024-02-26 09:00:00,13058,720.86,8.0,89
U6354,2024-02-26 10:00:00,13402,533.68,7.7,92
U6355,2024-02-26 11:00:00,14251,345.05,4.8,82
U6356,2024-02-26 12:00:00,1752,504.44,9.8,85
U6357,2024-02-26 13:00:00,11123,184.13,3.6,89
U6358,2024-02-26 14:00:00,8037,71.97,8.9,78
U6359,2024-02-26 15:00:00,11745,105.96,4.5,98
U6360,2024-02-26 16:00:00,7934,131.13,5.7,85
U6361,2024-02-26 17:00:00,8985,219.24,6.0,91
U6362,2024-02-26 18:00:00,9522,396.29,7.6,87
U6363,2024-02-26 19:00:00,4043,224.23,6.8,68
U6364,2024-02-26 20:00:00,8371,488.77,4.3,90
U6365,2024-02-26 21:00:00,9023,798.72,3.2,74
U6366,2024-02-26 22:00:00,13241,423.64,8.0,91
U6367,2024-02-26 23:00:00,9858,617.64,6.5,72
U6368,2024-02-27 00:00:00,4386,269.3,5.5,81
U6369,2024-02-27 01:00:00,7408,772.16,5.0,99
U6370,2024-02-27 02:00:00,8456,236.83,8.8,70
U6371,2024-02-27 03:00:00,5677,497.47,8.6,92
U6372,2024-02-27 04:00:00,9882,787.5,8.8,83
U6373,2024-02-27 05:00:00,2703,656.18,4.5,99
U6374,2024-02-27 06:00:00,4077,794.02,9.0,65
U6375,2024-02-27 07:00:00,7787,334.8,9.9,75
U6376,2024-02-27 08:00:00,14058,108.22,7.2,89
U6377,2024-02-27 09:00:00,14452,232.62,3.3,89
U6378,2024-02-27 10:00:00,13569,768.21,7.9,73
U6379,2024-02-27 11:00:00,3337,327.93,6.8,66
U6380,2024-02-27 12:00:00,3252,143.58,8.0,62
U6381,2024-02-27 13:00:00,6678,494.83,4.3,90
U6382,2024-02-27 14:00:00,3951,425.32,7.2,69
U6383,2024-02-27 15:00:00,11571,96.85,6.8,92
U6384,2024-02-27 16:00:00,8815,389.71,7.2,97
U6385,2024-02-27 17:00:00,10448,524.65,8.1,96
U6386,2024-02-27 18:00:00,6833,224.52,6.8,74
U6387,2024-02-27 19:00:00,9223,143.33,5.3,63
U6388,2024-02-27 20:00:00,9383,698.6,5.2,96
U6389,2024-02-27 21:00:00,5502,519.09,7.9,63
U6390,2024-02-27 22:00:00,11842,166.44,7.6,69
U6391,2024-02-27 23:00:00,9024,521.83,6.0,81
U6392,2024-02-28 00:00:00,6702,601.44,5.5,90
U6393,2024-02-28 01:00:00,3082,498.15,7.3,95
U6394,2024-02-28 02:00:00,4969,137.12,5.2,71
U6395,2024-02-28 03:00:00,6339,143.56,9.7,68
U6396,2024-02-28 04:00:00,6737,83.86,7.2,87
U6397,2024-02-28 05:00:00,7119,225.5,7.1,93
U6398,2024-02-28 06:00:00,3379,94.74,4.0,64
U6399,2024-02-28 07:00:00,8163,653.98,7.3,89
U6400,2024-02-28 08:00:00,14363,61.55,5.1,75
U6401,2024-02-28 09:00:00,13304,485.76,6.2,78
U6402,2024-02-28 10:00:00,10045,657.38,6.8,73
U6403,2024-02-28 11:00:00,3056,721.15,6.3,83
U6404,2024-02-28 12:00:00,7323,357.09,8.7,70
U6405,2024-02-28 13:00:00,7146,515.69,3.7,72
U6406,2024-02-28 14:00:00,10493,763.38,4.2,69
U6407,2024-02-28 15:00:00,2827,553.71,4.1,88
U6408,2024-02-28 16:00:00,5262,725.82,8.7,98
U6409,2024-02-28 17:00:00,6393,563.22,3.8,86
U6410,2024-02-28 18:00:00,2616,101.0,9.8,60
U6411,2024-02-28 19:00:00,13314,197.66,9.8,91
U6412,2024-02-28 20:00:00,9309,755.34,9.9,77
U6413,2024-02-28 21:00:00,11978,683.2,9.9,63
U6414,2024-02-28 22:00:00,3399,367.04,4.0,75
U6415,2024-02-28 23:00:00,7796,170.84,7.6,77
U6416,2024-02-29 00:00:00,10488,167.88,5.8,80
U6417,2024-02-29 01:00:00,1316,728.65,8.1,84
U6418,2024-02-29 02:00:00,6521,174.66,5.8,69
U6419,2024-02-29 03:00:00,12792,339.71,5.7,66
U6420,2024-02-29 04:00:00,2719,725.6,9.3,60
U6421,2024-02-29 05:00:00,10263,75.07,6.5,92
U6422,2024-02-29 06:00:00,10231,523.06,8.2,92
U6423,2024-02-29 07:00:00,10685,312.95,7.5,78
U6424,2024-02-29 08:00:00,4776,130.84,7.6,66
U6425,2024-02-29 09:00:00,2306,475.64,5.4,73
U6426,2024-02-29 10:00:00,3061,413.68,4.8,97
U6427,2024-02-29 11:00:00,10563,124.4,9.2,66
U6428,2024-02-29 12:00:00,9558,250.41,3.2,62
U6429,2024-02-29 13:00:00,13515,605.27,4.2,70
U6430,2024-02-29 14:00:00,10843,616.89,3.9,67
U6431,2024-02-29 15:00:00,12636,499.01,9.6,85
U6432,2024-02-29 16:00:00,14290,132.87,3.0,97
U6433,2024-02-29 17:00:00,13081,689.82,3.1,62
U6434,2024-02-29 18:00:00,1735,179.53,4.6,88
U6435,2024-02-29 19:00:00,12804,590.7,5.0,71
U6436,2024-02-29 20:00:00,13240,81.94,6.9,77
U6437,2024-02-29 21:00:00,4476,298.87,9.7,66
U6438,2024-02-29 22:00:00,4131,408.77,6.3,89
U6439,2024-02-29 23:00:00,1866,70.97,5.0,75
U6440,2024-03-01 00:00:00,9851,178.67,8.7,84
U6441,2024-03-01 01:00:00,4123,289.18,5.7,63
U6442,2024-03-01 02:00:00,8317,786.88,4.0,63
U6443,2024-03-01 03:00:00,11051,634.61,8.6,97
U6444,2024-03-01 04:00:00,7799,680.52,3.0,60
U6445,2024-03-01 05:00:00,6780,550.64,4.4,62
U6446,2024-03-01 06:00:00,3365,269.3,7.4,87
U6447,2024-03-01 07:00:00,4732,582.09,3.7,70
U6448,2024-03-01 08:00:00,13903,555.31,4.8,96
U6449,2024-03-01 09:00:00,1488,507.46,5.8,61
U6450,2024-03-01 10:00:00,13938,273.74,5.8,68
U6451,2024-03-01 11:00:00,14943,247.41,9.8,76
U6452,2024-03-01 12:00:00,2979,302.22,7.7,91
U6453,2024-03-01 13:00:00,14860,284.3,3.3,90
U6454,2024-03-01 14:00:00,11923,108.37,4.5,80
U6455,2024-03-01 15:00:00,3171,651.71,7.3,76
U6456,2024-03-01 16:00:00,14523,326.94,8.0,76
U6457,2024-03-01 17:00:00,9897,579.98,5.7,86
U6458,2024-03-01 18:00:00,5554,259.94,9.0,87
U6459,2024-03-01 19:00:00,8700,501.51,9.6,98
U6460,2024-03-01 20:00:00,9096,76.01,7.3,60
U6461,2024-03-01 21:00:00,8920,129.53,6.9,75
U6462,2024-03-01 22:00:00,6776,323.4,8.3,62
U6463,2024-03-01 23:00:00,8459,251.55,8.5,74
U6464,2024-03-02 00:00:00,6261,315.05,4.5,63
U6465,2024-03-02 01:00:00,5772,748.02,6.4,95
U6466,2024-03-02 02:00:00,13190,105.43,6.1,89
U6467,2024-03-02 03:00:00,10603,397.05,9.6,88
U6468,2024-03-02 04:00:00,3693,198.69,3.8,82
U6469,2024-03-02 05:00:00,9369,316.88,9.6,64
U6470,2024-03-02 06:00:00,14396,557.78,7.0,70
U6471,2024-03-02 07:00:00,8717,779.7,5.0,78
U6472,2024-03-02 08:00:00,10550,571.05,9.1,67
U6473,2024-03-02 09:00:00,14477,713.63,3.4,70
U6474,2024-03-02 10:00:00,5631,160.44,5.2,68
U6475,2024-03-02 11:00:00,12793,186.04,8.3,84
U6476,2024-03-02 12:00:00,13124,707.58,8.8,84
U6477,2024-03-02 13:00:00,2695,505.64,4.2,73
U6478,2024-03-02 14:00:00,4293,644.09,9.6,90
U6479,2024-03-02 15:00:00,2637,217.14,3.4,72
U6480,2024-03-02 16:00:00,3905,311.45,6.0,60
U6481,2024-03-02 17:00:00,11567,110.78,3.7,89
U6482,2024-03-02 18:00:00,5696,721.69,3.7,68
U6483,2024-03-02 19:00:00,13957,767.27,9.4,99
U6484,2024-03-02 20:00:00,4485,693.1,9.3,88
U6485,2024-03-02 21:00:00,14444,377.89,7.3,90
U6486,2024-03-02 22:00:00,12011,305.85,9.8,77
U6487,2024-03-02 23:00:00,8346,396.95,6.4,62
U6488,2024-03-03 00:00:00,7121,528.21,8.5,94
U6489,2024-03-03 01:00:00,9072,373.63,3.7,61
U6490,2024-03-03 02:00:00,5918,366.22,5.8,63
U6491,2024-03-03 03:00:00,11528,373.28,6.6,74
U6492,2024-03-03 04:00:00,12612,608.43,8.4,76
U6493,2024-03-03 05:00:00,8454,640.09,5.3,85
U6494,2024-03-03 06:00:00,8406,702.9,9.9,90
U6495,2024-03-03 07:00:00,2089,232.24,8.1,89
U6496,2024-03-03 08:00:00,7859,168.13,6.7,82
U6497,2024-03-03 09:00:00,11353,308.85,5.3,89
U6498,2024-03-03 10:00:00,4924,365.34,7.5,70
U6499,2024-03-03 11:00:00,7110,576.4,7.7,92
U6500,2024-03-03 12:00:00,2827,618.45,7.8,97
U6501,2024-03-03 13:00:00,10811,788.11,7.1,64
U6502,2024-03-03 14:00:00,8019,333.67,5.8,94
U6503,2024-03-03 15:00:00,11515,351.89,8.7,60
U6504,2024-03-03 16:00:00,6036,456.56,4.8,63
U6505,2024-03-03 17:00:00,14923,665.25,7.4,97
U6506,2024-03-03 18:00:00,6421,545.7,6.3,96
U6507,2024-03-03 19:00:00,12124,479.49,9.2,66
U6508,2024-03-03 20:00:00,1785,536.09,7.1,69
U6509,2024-03-03 21:00:00,7853,398.34,9.0,92
U6510,2024-03-03 22:00:00,4936,619.29,9.7,73
U6511,2024-03-03 23:00:00,12153,106.47,3.9,95
U6512,2024-03-04 00:00:00,4058,431.77,6.9,97
U6513,2024-03-04 01:00:00,6665,654.93,9.2,89
U6514,2024-03-04 02:00:00,4662,276.89,9.1,85
U6515,2024-03-04 03:00:00,12906,682.56,4.4,90
U6516,2024-03-04 04:00:00,7727,637.12,6.4,78
U6517,2024-03-04 05:00:00,5850,485.5,4.6,99
U6518,2024-03-04 06:00:00,6770,239.11,9.3,72
U6519,2024-03-04 07:00:00,8853,695.81,3.0,82
U6520,2024-03-04 08:00:00,13767,72.48,4.5,78
U6521,2024-03-04 09:00:00,12689,494.38,5.9,75
U6522,2024-03-04 10:00:00,9208,636.92,4.5,84
U6523,2024-03-04 11:00:00,13334,414.05,9.8,85
U6524,2024-03-04 12:00:00,7173,127.14,4.7,80
U6525,2024-03-04 13:00:00,9106,675.49,5.5,77
U6526,2024-03-04 14:00:00,13679,731.82,4.2,68
U6527,2024-03-04 15:00:00,2063,472.48,9.5,83
U6528,2024-03-04 16:00:00,1915,640.37,5.9,99
U6529,2024-03-04 17:00:00,13107,508.04,4.8,76
U6530,2024-03-04 18:00:00,2691,479.96,4.7,89
U6531,2024-03-04 19:00:00,9475,148.08,7.1,63
U6532,2024-03-04 20:00:00,7202,377.59,9.8,87
U6533,2024-03-04 21:00:00,4005,559.1,9.8,99
U6534,2024-03-04 22:00:00,6103,390.86,9.9,68
U6535,2024-03-04 23:00:00,4401,513.32,5.7,95
U6536,2024-03-05 00:00:00,2749,721.11,9.4,67
U6537,2024-03-05 01:00:00,8430,324.67,6.1,81
U6538,2024-03-05 02:00:00,2377,671.36,6.6,84
U6539,2024-03-05 03:00:00,11024,71.78,6.6,65
U6540,2024-03-05 04:00:00,14038,689.5,3.4,85
U6541,2024-03-05 05:00:00,12317,130.01,4.2,61
U6542,2024-03-05 06:00:00,13045,291.08,9.2,90
U6543,2024-03-05 07:00:00,8851,435.08,9.3,71
U6544,2024-03-05 08:00:00,12568,537.53,4.4,78
U6545,2024-03-05 09:00:00,3366,764.83,5.1,96
U6546,2024-03-05 10:00:00,5816,280.27,8.8,96
