site area,structure type,water consumption,recycling rate,utilisation rate,air qality index,issue reolution time,resident count,electricity cost
659,3,-0.9113615831192284,86,53,78,46,17,-1.4353460901759356
4453,0,1.1343233190474995,73,48,123,6,0,0.78247544142842
1511,3,-0.8810158923171318,90,80,88,6,97,-0.5807395040668846
552,0,-1.2013315174503727,46,31,172,52,0,-1.614217236105737
2807,0,0.6333785819970176,45,39,81,5,0,-0.410902254396164
1728,3,-1.0751319779241937,19,98,20,41,168,-0.029671832262950965
1535,3,-0.3550239184141258,43,35,174,20,69,-1.355847803096024
4202,3,1.6160009508268092,54,91,31,20,406,2.014698891167052
4545,3,-0.0014725366881125233,72,95,18,39,358,2.1249124255278384
4949,2,1.540859240269237,22,37,145,30,489,0.7336924016293832
1764,0,-1.2013315174503727,34,97,23,48,0,-0.12091418447966784
2384,3,0.35689562135569386,53,88,174,60,46,-0.20854297819275236
2309,0,0.2538166081549216,83,79,105,23,0,-0.36573277310075963
3667,3,-0.7654132606900976,33,65,157,60,260,1.2576583846560743
4297,3,2.274935951100905,78,37,92,50,70,0.09860949461599751
2841,3,0.6141114767258452,83,46,84,13,155,-0.035995559644307576
3914,2,0.06933407518344599,56,88,148,38,319,0.11306372863052691
1317,1,-1.0438229318585386,59,37,47,39,0,-1.027917368891388
2937,2,-1.2013315174503727,45,72,193,68,88,-0.1236243533573921
1388,3,-0.5038623066339325,42,92,172,19,46,-1.180590215669855
1167,3,-0.4739982934636153,12,41,128,52,93,-0.935771627048763
3124,0,0.32895831871249387,40,85,21,41,0,0.4780331374973944
4732,2,2.0774481220713876,69,78,55,27,357,0.6316093739017693
1318,1,-0.8627121423095181,38,81,167,23,0,-0.3015921096612854
2688,3,0.34389032529765245,53,40,37,19,77,-0.3539887079639545
1606,3,-0.7027951685587873,54,56,18,35,137,-0.5708022181818956
2724,0,0.4513044371844385,51,91,146,5,0,-0.15795315914189945
697,2,-1.2013315174503727,30,38,193,5,27,-1.952084956195362
3171,2,-0.7403660238375734,41,65,92,6,96,-0.15162943176054283
3992,0,1.4551206218125197,37,75,113,41,0,0.813190688709295
2948,1,0.8433900294527965,56,58,113,41,0,0.6785856344489899
970,0,-0.9084715173285526,56,97,174,54,0,-1.006236017869594
2448,1,0.48454019377721086,26,70,57,44,0,0.546690749066409
4399,1,-0.3309400368251603,38,57,184,48,0,1.6135938972638608
2510,2,-0.5024172737385946,57,93,175,37,71,-0.26635991425086997
4300,3,-0.5476949711258496,11,53,44,56,88,0.5412704113109605
4618,3,2.2445902602988084,42,45,27,33,245,1.3669685293909528
4296,0,1.9016357864719398,72,51,59,35,0,0.5719856585918356
4488,0,2.3895752274643804,77,76,4,6,0,1.1293770577771258
734,2,-1.2013315174503727,48,46,145,46,16,-1.8843307342522553
1428,3,-0.8877593791620422,14,30,164,36,121,-1.1191597211081048
4107,3,2.4257010498478286,77,60,24,44,168,1.0896279142371699
1022,2,-0.5703338198194772,61,41,165,7,49,-1.2293732554688916
4023,3,0.17289476601599757,61,49,128,7,87,-0.16698705540098033
2129,3,-0.5038623066339325,38,48,167,29,92,-0.8210411445584359
1816,3,0.3906130555802455,46,34,182,65,89,-0.6394598297509102
3357,0,1.6290062468848505,17,44,94,60,0,0.35697892762571065
1624,3,-0.38055283289842917,29,54,166,35,146,-0.3666361627266677
3087,2,1.1463652598419822,50,64,94,57,202,-0.23383788771817882
1523,0,-1.2013315174503727,79,84,75,29,0,-0.543700529404653
1878,1,-1.1854361556016555,45,92,152,38,0,0.28651453680487976
3874,0,1.7942216745851538,41,76,150,12,0,1.1095024860071478
2019,3,-0.8444083923019043,14,96,170,58,34,-0.19950908193367148
726,3,-1.2013315174503727,29,93,124,6,17,-1.448896934564557
1391,3,-0.9677178660374076,77,51,47,36,48,-1.0676665124313438
4572,0,1.323140950704989,31,98,37,52,0,1.6939955739696806
2757,3,0.3747176937315283,40,31,89,27,169,-0.09110232682470094
3288,3,-0.035189970912664195,50,54,23,25,273,0.7445330771402803
896,0,-1.114629543730097,14,90,132,40,0,-1.06947329168316
2578,3,0.9907833847772652,19,34,187,36,150,-0.1904751856745906
4924,3,0.6174832201483004,84,57,144,60,204,1.1609956946839088
3737,2,0.65264568726819,46,95,164,29,203,0.6740686863194495
4393,1,1.4724610165565748,65,44,14,3,0,1.6515362615520004
2505,3,0.1598894699579562,33,84,193,13,118,0.11758067676006735
2516,3,-0.32756829340270516,25,67,19,68,165,-0.10555656083923035
3671,1,0.3472620687201076,11,52,157,11,0,1.163705863561633
3168,3,0.03898838438134949,24,43,143,48,13,-0.46058868382110885
2378,1,-0.6117580961524978,50,61,43,60,0,0.1365518589041372
1696,3,-0.5245744448004428,72,73,186,2,32,-0.45607173569156845
2272,2,0.10305150940799766,58,99,131,70,43,0.00014002539201593436
661,3,-1.2013315174503727,35,87,158,13,64,-1.5094240395003988
4476,1,1.9787042075566292,75,33,153,35,0,1.5919125462420667
2251,3,-0.6671510238071184,38,91,40,51,80,-0.16247010727143987
1275,0,-0.9388172081306491,79,89,75,56,0,-0.7559970914930536
1439,3,-1.2013315174503727,69,88,129,40,103,-0.6412666090027265
3720,3,0.5394514438000522,74,58,7,59,195,0.7734415451693392
1039,2,-0.7764918462210217,49,48,77,12,82,-1.7614697451287553
1961,0,-0.06360895118764347,20,46,151,16,0,-0.4894971518501677
855,1,-0.8694556291544284,61,33,106,53,0,-1.1516817476407961
4104,0,1.2980937138524649,88,73,39,41,0,1.2793397356778684
3823,2,1.8674366746156088,82,33,104,20,284,-0.3368243050717008
734,0,-1.183027767442759,73,88,152,40,0,-1.1336139551226343
2048,1,0.17867489759734928,90,41,61,61,0,0.07241119546466296
2596,1,0.8992646347391965,12,76,57,34,0,0.5385602424332363
4713,3,1.841426082499526,20,36,70,19,146,0.7454364667661884
2601,2,0.5389697661682729,37,41,159,45,32,-0.6358462712472779
2173,2,-1.2013315174503727,71,100,116,29,212,-0.38199378636710524
2600,3,-0.002917569583450452,57,83,86,19,22,-0.4813666452169949
4157,0,0.6902165425469761,37,87,173,56,0,1.5684244159684564
4096,3,1.8587664772435812,55,92,102,27,337,1.8511853688776878
4248,2,1.030762628214948,73,44,153,2,375,0.13293830040050483
3673,3,1.2899051941122166,64,66,41,40,284,1.163705863561633
2315,3,-0.6372870106368013,11,85,6,65,14,-0.5626717115487228
4341,0,1.8698450627745054,84,60,55,8,0,1.1691262013170816
2505,0,-0.2606151025853811,25,44,174,27,0,-0.38199378636710524
4993,2,1.363601871774451,20,31,177,30,484,0.09860949461599751
1174,1,-0.6868998067100701,12,42,172,25,0,-1.0848309153235975
886,0,-1.2013315174503727,64,34,67,49,0,-1.459737610075454
2658,3,-0.2866256947014638,51,77,43,56,176,0.40485857779883927
3161,2,0.14543914100457692,38,62,152,65,159,-0.12181757410557592
2564,0,0.01875792384661848,78,61,51,31,0,-0.3323073569421604
4351,0,1.7152265429733469,40,82,145,60,0,1.1935177212166
3753,3,1.2985753914842442,86,50,134,34,270,0.978510990250475
4766,0,-0.5674437540288013,34,95,21,17,0,1.286566852685133
1239,3,-1.2013315174503727,15,90,3,29,71,-0.7930360661552852
1901,2,-0.026519773540636622,69,83,156,72,189,-0.8752445221129211
3759,0,1.7537607535156918,76,70,117,6,0,0.9559262496027728
2777,2,0.7533163123100657,31,67,167,6,126,-0.3241768503089876
4404,0,1.3881674309951957,50,62,179,3,0,0.9541194703509567
4423,3,1.0721869045479686,62,37,113,31,89,0.4437043317128871
4714,2,-0.1700597078108709,69,65,59,52,134,0.19256201571043866
3727,0,0.487911937199666,48,62,168,8,0,0.576502606721376
3331,3,0.6001428254042452,64,58,72,26,314,0.9685737043654861
4258,0,1.4358535165413473,39,86,14,15,0,1.583782039608894
3012,3,0.6300068385745624,80,90,122,56,149,0.29645182268986875
2651,2,0.3251048976582594,11,84,76,62,105,-0.5120818924978698
4175,0,0.6222999964660935,17,81,56,13,0,1.0146465752867986
3245,2,0.45226779244799714,72,72,93,46,109,-0.17060061390461267
4366,3,-0.19510694466339498,68,55,98,54,101,0.5990873473690782
4264,3,-0.07757760250924345,37,31,162,9,133,0.6153483606354238
2722,1,-0.3858512868480016,83,84,89,3,0,0.7138178298594053
3292,2,1.0476213453272238,47,47,18,23,256,-0.5554445945414581
2197,3,-0.4845952013627601,27,79,148,12,188,0.3596890965034349
3962,3,1.699812858756409,71,74,140,41,245,1.5051871421548904
4563,3,-0.1801749380782364,86,44,20,44,13,0.3560755379998025
2024,0,-0.7138737540897114,32,36,87,58,0,-0.7433496367303404
532,2,-0.8607854317824009,74,56,25,11,48,-1.5789850406953216
4525,2,1.6217810824081609,49,69,55,19,368,-0.06309724842155022
3066,0,-0.4749616487271739,69,46,30,59,0,-0.12633452223511638
3303,2,-0.17343145123332607,14,61,29,37,102,-0.47684969708745445
4396,0,2.018683450994312,27,45,23,10,0,1.1004685897480668
4209,3,0.9479140755489067,47,92,95,33,290,1.6515362615520004
1219,0,-1.1102944450440833,38,89,157,20,0,-0.6864360902981308
1472,1,-0.6358419777414633,35,81,120,44,0,-0.059483689917917866
4218,2,0.8115993057553621,69,78,153,13,236,0.20069252234361143
4902,0,0.3000576608057353,45,78,101,63,0,1.5892023773643424
2707,0,0.5442682201178453,38,55,81,14,0,-0.15704976951599134
4926,1,2.5046961814596354,40,80,104,54,0,2.602805537633217
4820,0,0.4994722003623695,72,72,53,42,0,1.5097040902844308
3530,3,1.1372133848381754,22,99,112,38,161,0.957733028854589
4075,1,1.7980750956393883,80,100,123,72,0,1.8773836680290226
3616,2,1.4141780231112784,49,38,75,36,193,-0.13446502886828915
3785,3,-0.5149408921648566,79,73,20,9,284,1.3452871783691587
1143,0,-1.0500847410716696,11,93,150,5,0,-1.181493605295763
694,0,-1.123781418733904,17,31,125,15,0,-1.7307544978478804
4496,3,0.12376364757450797,83,65,27,24,288,1.337156671735986
988,1,-1.2013315174503727,52,32,123,64,0,-1.0432749925318254
2704,0,0.6473472333186175,58,83,80,48,0,0.39853485041748266
3157,2,0.0698157528152253,31,50,78,43,92,-0.5825462833187007
3776,3,0.08763782519105975,83,96,22,39,105,0.4175060325615525
1602,0,-0.7764918462210217,44,38,186,25,0,-0.9890716149773402
1741,3,-0.6435488198499323,28,41,180,5,55,-1.1959478393102925
1015,2,-1.2013315174503727,13,66,52,60,27,-1.1887207223030276
892,0,-0.6984600698727735,28,66,161,7,0,-1.274542736764296
1130,0,-0.9816865173590076,29,96,67,18,0,-0.5897734003259654
4216,3,1.3775705230960509,13,85,104,6,198,1.6343718586597469
2347,3,-0.46147467503735323,58,92,11,12,80,0.05795696145013356
3155,3,-0.2399029644188708,35,55,129,33,54,-0.10374978158741417
1479,3,-0.9190684252276974,12,75,24,21,130,-0.6918564280535794
3902,0,0.42384881217301784,61,82,87,58,0,0.6632280108085524
4371,0,2.06877792469936,45,89,94,42,0,1.5413227271912138
777,0,-1.2013315174503727,50,61,124,46,0,-1.2609918923756747
732,0,-1.0760953331877523,79,91,195,3,0,-1.1525851372667042
2052,3,-0.36273076052259473,60,76,171,57,183,-0.11368706747240313
3770,3,1.4710159836612369,25,90,161,53,26,0.3669162135106996
2909,3,-0.28903408286036036,56,33,133,62,108,-0.1967989130559472
4012,2,0.14351243047745968,89,31,94,13,59,-0.42535648841069346
525,0,-1.2013315174503727,55,52,38,51,0,-1.797605330165079
960,3,-0.7191722080392838,64,84,126,19,20,-1.3314562831965056
4264,3,0.853505259720162,48,70,177,59,353,1.946041279598037
3931,2,0.7287507530893208,15,97,23,62,179,0.3858873956547694
3983,2,1.3727537467782578,70,66,4,37,103,-0.02605827375931861
2494,0,-0.4691815171458222,18,40,53,15,0,-0.4750429178356383
990,0,-1.2013315174503727,20,65,53,70,0,-1.1281936173671858
1572,3,-0.6512556619584012,74,44,9,12,44,-1.1381309032521747
3673,1,-0.18354668150069156,68,96,81,50,0,1.4247854654490704
715,2,-1.2013315174503727,79,59,74,47,68,-1.6711307825379467
2223,3,-1.2013315174503727,16,86,93,16,149,-0.005280312363432593
2092,2,-0.6377686882685806,70,91,106,16,21,-0.6620445703986124
3106,2,-1.0977708266178212,66,62,68,67,37,-0.6945665969313036
658,3,-0.9816865173590076,43,94,5,34,38,-1.2167258007061783
3813,0,0.7509079241511691,54,30,15,46,0,0.4951975403896481
3341,3,-0.08961954330372618,54,32,59,64,183,0.19707896383997908
2276,3,-0.2745837539069811,24,38,141,49,118,-0.3323073569421604
2552,2,0.9440606544946722,18,61,32,21,49,-0.5744157766855279
2795,3,0.33811019371630074,55,74,100,53,137,0.18352811945135777
2196,2,0.1386956541596666,55,86,196,62,207,-0.24558195285498396
3493,1,1.2542610493605477,45,50,167,54,0,0.9911584450131883
2969,3,1.0972341414004927,55,52,39,3,153,0.13474507965232102
2446,0,0.35737729898747317,51,55,8,53,0,-0.3630226042230354
4309,2,0.17193141075243895,39,59,90,12,265,0.38408061640295327
3283,2,1.4271833191693197,20,98,194,38,311,0.4852602545046591
4144,2,1.6723572337449883,42,53,47,18,229,0.32445690109301945
3000,3,0.6728761478029209,49,93,192,35,202,1.0272940300495117
4145,0,-0.6984600698727735,79,64,9,70,0,0.6270924257722289
3145,0,1.3751621349371543,52,51,5,71,0,0.1744942231922769
2849,1,0.8352015097125483,48,68,199,17,0,0.5909568407359054
2432,3,-0.13393388542742266,48,84,61,21,38,-0.18144128941550972
3794,1,-0.6189832606291874,62,36,30,70,0,1.2721126186706035
2257,3,-0.7943139185968562,40,91,5,47,61,-0.18957179604868252
1616,1,-0.45521286582422216,72,68,94,37,0,-0.012507429370697295
3067,0,0.13628726600077004,34,49,33,54,0,0.15371626179639086
3999,0,0.4652730885060385,50,85,92,15,0,1.0155499649127067
992,0,-0.7172454975121666,59,95,66,11,0,-1.0956715908344945
3806,3,-0.507715727688167,68,44,189,9,49,0.03537222080243136
1119,3,-1.2013315174503727,58,50,11,68,15,-1.252861385742502
3732,3,0.7133370688723829,39,63,37,3,292,1.4121380106863572
4323,3,0.6507189767410727,54,64,134,13,174,1.0254872507976955
2880,3,-0.2158190828299053,77,34,63,6,272,0.41569925330973634
2046,2,-0.6377686882685806,62,85,118,1,138,-0.7858089491480205
4063,0,-0.13778730648165716,35,36,119,5,0,0.40485857779883927
2105,3,0.10786828572579076,80,82,122,66,86,-0.05406335216246934
4252,2,2.1790821023768223,49,73,76,41,185,0.10041627386781368
2390,0,-0.22834270125616735,21,87,131,50,0,-0.3015921096612854
1775,1,-0.7206172409346218,10,71,20,7,0,-0.31423956442399864
3243,0,-0.14934756964436058,79,47,77,21,0,-0.17331078278233694
2993,3,1.1969414111788097,10,35,163,53,245,0.8375822086088134
856,0,-0.7331408593608838,17,33,134,20,0,-1.634091807875715
1369,0,-0.8834242804760284,42,98,76,65,0,-0.4651056319506493
1385,3,-0.890649444952718,77,43,162,32,23,-1.0739902398127006
2501,3,0.24370137788755608,59,70,124,6,88,-0.1986056923077634
1783,3,0.05777381202074256,15,76,176,41,149,-0.035995559644307576
1119,3,-1.102105925303835,69,82,96,33,58,-0.7388326886007999
1382,0,-0.40367335922383607,72,50,120,25,0,-0.903249600516072
1296,0,-0.6175382277338495,61,42,138,24,0,-1.5880189369544024
4142,3,2.3462242406042426,12,95,102,12,205,1.451887154226313
3925,0,0.06307226597031497,88,44,88,37,0,0.5990873473690782
1796,0,0.22347091735282507,79,74,102,50,0,-0.47684969708745445
744,3,-1.0722419121335178,15,94,23,9,59,-1.221242748835719
3395,3,0.8149710491778173,46,75,21,67,245,0.7689245970397987
1429,3,-0.3868146421115602,60,32,170,4,116,-0.8436258852061381
1019,3,-0.9118432607510077,36,46,178,54,94,-1.1977546185621086
3712,3,1.1136111808809892,55,46,176,6,94,0.23140776962448642
2909,3,0.1146117725707011,78,49,121,66,151,0.1735908335663688
507,0,-0.8916128002162766,26,33,119,37,0,-1.8030256679205274
3025,0,-0.16765131965197433,26,44,21,45,0,-0.2121565366963847
3923,3,0.5476399635403004,32,86,78,14,331,1.706643028732394
2519,3,-0.06216391829230553,48,74,17,43,84,-0.28262092751721557
4782,0,2.804299668426366,42,56,43,66,0,1.7870447054382137
4167,2,0.051512002807611534,75,49,108,7,174,-0.04412606627748037
4171,2,0.5269278253737901,19,35,31,55,87,0.4039551881729312
3301,0,-0.22737934599260873,49,47,185,37,0,-0.04683623515520463
585,3,-0.6868998067100701,82,78,55,16,56,-1.3233257765633328
3615,3,-0.16909635254731226,24,53,73,17,198,0.5710822689659274
4732,2,1.1059043387725203,52,40,8,71,349,0.14106880703367763
2968,3,-0.5708154974512565,21,47,190,1,236,0.3768534993956886
4119,1,-0.3545422407823465,31,64,88,2,0,1.3335431132323536
2136,0,0.32847664108071456,27,84,120,33,0,-0.3530853183380464
4083,0,1.5818018389704782,75,57,131,13,0,1.1781600975761626
4509,3,0.6974417070236657,71,65,37,65,292,1.656956599307449
3826,0,-0.023629707749960767,70,53,99,51,0,0.730982232751659
2718,0,0.5331896345869211,69,62,41,33,0,0.11758067676006735
2717,3,-0.8964295765340697,88,66,134,3,186,0.4184094221874606
2869,3,1.2913502270075545,48,42,169,60,80,-0.28442770676903173
4138,2,0.774028450476576,82,45,117,44,266,0.22960099037267023
3003,0,-0.5525117474436427,31,72,59,5,0,0.08596203985328428
1443,0,-0.6382503659003599,90,79,89,47,0,-0.4280666572884177
3337,3,1.2961670033253476,23,42,147,43,278,1.0760770698485485
3160,2,-0.2312327670468432,16,100,190,47,303,-0.14891926288281856
3436,2,-0.08865618804016756,44,64,123,6,138,-0.029671832262950965
4944,0,1.0047520360988653,43,64,124,60,0,1.728324379754188
4447,0,2.095270194447222,76,53,110,36,0,0.8944957550410229
2176,0,0.08282104887326666,72,82,20,37,0,-0.13627180812010534
1696,0,-1.2013315174503727,11,68,126,6,0,-0.48407681409471914
4605,3,0.06355394360209428,54,48,132,30,394,2.045414138447927
3287,1,-0.21919082625236047,72,73,120,10,0,0.7698279866657067
1961,0,-0.8588587212552836,11,75,29,28,0,-0.3323073569421604
3818,3,0.13484223310543209,63,74,62,6,92,0.5177822810373502
1166,0,-1.1777293134931865,60,61,186,24,0,-1.1959478393102925
2676,2,-0.9831315502543455,50,34,37,52,167,-0.9999122904882373
4243,3,0.44696933849842474,14,35,163,68,16,0.24405522438719965
1100,3,-0.7495178988413803,80,36,37,45,29,-1.6620968862788656
3152,0,-0.20907559598499498,34,44,22,27,0,0.029951883046982833
4922,3,0.2509265423642457,10,49,150,68,53,0.9206940541923574
4324,2,-0.5799673724550634,18,88,57,13,22,0.5954737888654458
4406,3,-0.5568468461296565,75,33,175,19,304,1.1537685776766442
1479,2,-0.002917569583450452,76,69,133,33,29,-1.3504274653405755
2951,3,0.08571111466394252,13,94,106,13,14,-0.2202870433295575
1128,3,-1.194106352973683,30,64,173,7,61,-0.9429987440560278
2129,2,-0.8044291488642217,70,73,86,33,123,-0.9583563676964653
4196,0,-0.32612326050736723,35,36,142,32,0,0.8285483123497325
3930,3,0.814489371546038,53,51,0,45,81,0.17178405431455263
4174,3,1.1155378914081064,46,52,99,56,186,0.8981093135446553
4429,0,0.6290434833110038,87,94,91,72,0,1.3642583605132286
3265,0,-0.015922865641491812,19,49,32,46,0,0.35065520024435404
4869,1,0.15796275943083896,83,61,109,19,0,1.6768311710774269
615,1,-1.2013315174503727,90,65,151,34,0,-1.0947682012085864
2503,0,0.4561212135022316,83,47,69,63,0,-0.23835483584771924
1192,0,-0.20281378677186393,84,62,141,70,0,-1.1760732675403145
3662,0,-0.48941197768055317,56,98,95,54,0,0.9035296513001038
1605,0,-0.501453918475036,89,38,82,55,0,-1.0712800709349763
3508,3,1.1034959506136237,32,71,197,50,31,0.0100773112770049
2661,3,0.6136297990940659,85,100,83,65,123,0.37775688902159665
653,3,-1.1382317476872832,63,33,124,45,49,-1.8057358367982517
4199,3,1.8481695693444364,68,75,83,30,94,0.680392413700806
4910,3,-0.27747381969765694,28,53,165,61,40,0.7635042592843502
4286,0,1.3597484507202164,34,98,138,59,0,1.399490555923644
1564,2,-1.150273688481766,76,52,190,2,138,-1.161619033525785
4700,0,1.7344936482445192,22,84,159,30,0,1.5657142470907321
2413,3,0.31258127923199736,30,44,156,46,164,-0.19589552343003913
1716,3,-0.8386282607205526,31,80,29,68,11,-0.7424462471044323
2901,0,0.3732726608361904,56,79,156,19,0,0.3325874077261923
2272,3,-0.7210989185664011,72,76,85,5,130,-0.4136124232738883
2460,0,-0.30492944470907757,38,54,138,57,0,-0.054966741788377425
3280,1,0.24851815420534917,58,68,176,63,0,1.3254126065991807
3371,3,-0.6522190172219599,34,97,104,52,307,1.5422261168171219
1160,3,-0.3945214842200292,32,75,77,59,17,-1.037854654776377
3135,0,-0.7827536554341528,85,42,191,60,0,0.36420604463297535
2829,1,0.5962894043500108,58,67,121,20,0,0.7382093497589237
4454,2,2.2508520695119394,32,65,165,33,300,0.5448839698145929
2950,2,0.48983864772678326,14,66,187,12,118,-0.030575221888859052
1632,3,-0.17872990518289847,38,71,195,21,44,-0.4642022423247412
1199,1,-1.0467129976492144,14,48,134,56,0,-1.098381759712219
2538,3,0.31739805554979045,48,66,93,23,144,-0.0341887803924914
5000,3,0.43107397664970754,44,94,73,20,288,2.1782124134564156
2679,2,0.7090019701863691,90,68,134,49,32,-0.22570738108500601
3338,1,0.36749252925483866,39,55,4,47,0,0.6270924257722289
1373,3,-1.1430485240050763,65,71,195,70,116,-0.4072886958925317
583,3,-1.1931429977101244,11,91,46,45,55,-1.1652325920294173
1922,3,-0.6093497079936012,24,82,35,35,28,-0.5409903605269287
3175,3,1.4122513125841611,60,96,142,72,88,0.46267551385695693
3680,3,1.824085687755471,32,79,38,27,81,0.12209762488960779
4816,1,-0.046268556443588314,35,98,37,47,0,2.148400555801449
4475,0,2.2744542734691255,20,58,35,32,0,1.0137431856608905
1891,2,-1.2013315174503727,33,31,114,29,106,-1.4172782976577738
3718,2,0.6015878582995832,18,47,1,71,241,-0.13446502886828915
4707,0,1.701257891651747,87,89,14,53,0,1.4645346089890263
1114,2,-1.2013315174503727,80,43,83,56,22,-1.5690477548103325
3471,0,-0.8410366488794492,19,69,54,43,0,0.3289738492225599
4065,3,1.5529011810637197,81,93,76,4,208,1.3227024377214565
4076,0,0.1199102265202735,87,59,187,64,0,1.0056126790277178
770,0,-1.2013315174503727,80,58,24,23,0,-1.5302020008962849
4566,2,1.8794786154100915,66,58,13,60,349,0.5087483847782693
2968,1,0.9387622005450998,24,48,136,30,0,0.700266985470784
1890,0,-0.6401770764274771,42,87,176,43,0,-0.3937378515039104
3854,2,-0.23556786573285698,20,69,117,48,136,-0.2654565246249619
4635,3,-0.48266849083564284,28,38,162,7,431,2.03909041106657
4107,2,1.3968376283672232,51,60,4,31,322,0.011884090528821075
3083,3,0.12809874626052176,67,44,100,19,273,0.8041567924502141
4573,3,1.2475175625156374,27,63,144,52,109,1.2197160203679345
3575,3,1.6868075626983676,27,91,68,68,23,0.3759501097697805
4406,0,0.9122699307972378,31,86,53,6,0,1.2793397356778684
789,3,-1.1796560240203038,61,50,174,60,60,-1.1851071637993953
2980,1,1.038469470323417,53,83,176,12,0,0.8764279625228611
3752,3,0.6593891741131003,40,66,73,38,18,0.09499593611236516
778,1,-1.0317809910640559,18,69,61,13,0,-1.2501512168647777
3424,2,1.009087134784879,59,49,150,28,150,-0.06851758617699874
1080,3,-0.9643461226149525,70,100,92,5,85,-0.4289700469143258
753,3,-1.2013315174503727,28,47,15,46,47,-1.458834220449546
4776,2,0.3848329239988938,61,73,134,46,30,0.39943824004339074
1324,0,-0.6223550040516426,64,85,42,27,0,-0.802069962414366
4332,0,1.5712049310713334,34,46,171,26,0,0.7598907007807179
1199,3,-1.0207024055331317,88,71,136,62,38,-1.1318071758708181
1880,0,-0.13441556305920196,78,100,70,68,0,-0.31785312292763096
4396,1,1.2923135822711131,84,57,79,72,0,1.6605701578110814
2173,3,-0.06890740513721587,22,50,187,12,93,-0.43348699504386623
3227,0,0.2547799634184802,43,66,137,52,0,0.4500280590942437
3656,3,1.4079162138981474,81,52,126,37,187,0.7454364667661884
3888,2,1.6102208192454575,34,77,123,25,201,0.4301534873242657
4807,2,2.076484766807829,84,88,132,39,393,0.8800415210264935
883,3,-1.2013315174503727,73,81,50,67,18,-1.3179054388078841
841,3,-0.9031730633789802,19,46,6,19,24,-1.5862121577025863
2487,3,-0.6160931948385115,26,67,21,71,190,0.22327726299131362
4559,0,-0.16909635254731226,14,30,23,24,0,0.7038805439744164
3609,0,1.3236226283367682,76,62,125,51,0,0.7327890120034751
4582,1,1.103977628245403,19,73,103,45,0,1.7238074316246474
3298,0,-0.8150260567633665,36,49,41,8,0,0.05253662369468503
3740,3,-0.4325740171305946,65,76,149,72,234,1.1808702664538868
2488,2,-1.0096238200022076,16,98,162,45,190,-0.2428717839772597
3914,0,1.4218848652197473,38,71,115,2,0,1.0652363943376515
2349,0,0.4118068713785351,58,55,182,30,0,-0.3259836295608038
805,3,-1.2013315174503727,48,78,130,67,12,-1.109222435223116
4113,3,1.902117464103719,79,100,110,45,352,2.293846285572651
3249,1,-0.04337849065291246,18,47,105,26,0,0.7011703750966921
1635,0,-0.6902715501325253,81,38,198,17,0,-1.2980308670379064
705,3,-0.850188523883256,70,95,18,38,31,-0.9583563676964653
3950,0,1.1020509177182858,87,89,169,67,0,1.1357007851584824
4311,1,0.7552430228371829,63,66,173,57,0,1.7536192892796145
4122,3,0.523556081951335,18,76,71,33,304,1.4311091928304271
4099,0,1.5789117731798024,69,58,124,72,0,0.5403670216850525
3051,1,-0.6271717803694357,61,92,147,64,0,1.4573074919817617
4808,3,2.9810753592893726,84,44,32,23,470,2.601902148007309
809,2,-0.6541457277490771,20,38,133,12,18,-1.8951714097631522
3208,0,0.1386956541596666,44,95,14,8,0,0.247668782890832
2491,0,0.02116631200551503,84,30,68,72,0,-0.5229225680087669
771,3,-1.2013315174503727,45,38,200,38,43,-1.368495257858737
4142,3,0.4330006871768248,64,86,89,33,21,0.5331399046777877
4586,0,2.608738549923966,12,85,30,48,0,1.719290483495107
2322,3,-0.7957589514921941,81,49,5,45,43,-0.944805523307844
3773,0,1.2576327927830029,62,31,128,23,0,0.3895009541584018
4849,3,0.6661326609580106,37,30,146,43,310,1.6515362615520004
1020,3,-1.0139589186882214,62,83,14,25,59,-1.038758044402285
1476,1,-0.9701262541963042,63,48,33,15,0,-0.6963733761831198
4222,0,0.9315370360684102,62,47,191,10,0,1.1085990963812398
4051,1,1.7132998324462296,74,53,82,20,0,1.4446600372190483
4605,3,0.24610976604645263,62,81,176,16,364,2.0201192289225003
3273,0,0.5510117069627556,49,49,81,57,0,-0.008893870867064944
3052,3,0.2769371344803284,50,40,173,46,165,0.25308912064628053
3332,2,-0.08961954330372618,47,89,50,1,304,-0.2428717839772597
4407,2,1.6969227929657331,84,45,200,25,268,0.28741792643078784
652,3,-1.2013315174503727,38,42,10,56,56,-1.4543172723200055
3464,1,-1.17532092533429,40,82,3,46,0,1.429302413578611
3416,3,1.4517488783900645,70,35,81,59,21,-0.1967989130559472
3300,0,1.1665957203767132,83,54,40,62,0,0.41569925330973634
2252,1,-0.5626269777110082,49,92,191,61,0,0.44912466946833557
3110,2,-0.07998599066814,11,76,0,8,52,-0.5762225559373441
4375,1,1.8091536811703124,57,44,8,41,0,1.7418752241428093
1604,3,-0.31552635260822237,10,83,166,15,86,-0.2618429661213295
3036,3,1.2783449309495132,68,72,64,44,204,0.6442568286644825
4699,3,2.3134701616432496,41,43,115,1,283,1.2675956705410631
4354,0,-0.3511704973598913,11,63,16,65,0,1.2441075402674528
3994,2,1.9016357864719398,68,31,66,34,120,0.10131966349372178
2414,3,0.1353239107372114,12,49,86,4,99,-0.39915818925935886
3572,0,0.536079700377597,82,45,0,2,0,0.43286365620199
